0,1
-313.863756197138,-0.02186364177780341
-198.19345032913094,-0.01912954535893313
-123.33333675040589,-0.020937032226133055
-280.3689819407919,-0.02606535571512741
-228.10084318893257,-0.019254382810757708
-186.23025998676303,-0.031015987281060368
-153.30084975626772,-0.016351629037106987
-360.7227654855452,-0.024059118088953998
-98.52266058887844,-0.02231699927570574
-279.22389385614423,-0.02560491974892922
-293.4287260316909,-0.02479641808165325
-191.60959651506147,-0.017282328446090844
-165.33478993062468,-0.021877925661624477
-334.4230632071069,-0.02636723424095973
-218.071257333733,-0.01801125213816743
-151.66000272080635,-0.0272886840424016
-276.1398008129749,-0.027159391998779883
-91.45949830603845,-0.019060389593689515
-211.49121539477716,-0.02813827840497124
-293.4674577592888,-0.02102391219804051
-317.752871923744,-0.01873035690024422
-174.0200785692588,-0.026922889691236407
-140.84659741678774,-0.02290648744709627
-231.3953324949539,-0.02361623593493878
-190.84231903665835,-0.015286165798442386
-336.779352568276,-0.03130658158059407
-236.67476176168032,-0.008437902023095216
-152.23048432587814,-0.03334176206864801
-143.13123100547872,-0.020773958266851383
-245.52489238827349,-0.022633549661862186
-355.7938308706031,-0.02890945867463521
-176.05944193787076,-0.0187881786831388
-121.56148790178227,-0.017440468463282944
-232.61806128828718,-0.02318992532360049
-324.9270572179723,-0.022041234583487564
-156.62729687003215,-0.019391143650110743
-211.27974320593103,-0.02564805229932497
-285.85917407740044,-0.02237993459962507
-244.1725015042812,-0.017104447603437378
-118.29169730230257,-0.02659129304258993
-340.3306324422414,-0.022214762287573485
-198.89068924720738,-0.02745030126226789
-137.2389630301999,-0.020890438744487802
-243.0129707443782,-0.019306418755143433
-285.13354988265615,-0.023959579393414084
-97.8275304603953,-0.017257260817391866
-222.02170249394192,-0.02151789778139997
-332.19180432189324,-0.03192693873903423
-171.7414861559693,-0.01860955375178079
-345.52059444023143,-0.022813328024588447
-242.10961589204834,-0.02405967116545858
-164.4692154932628,-0.02434741691665029
-122.19233039568604,-0.02322623783345105
-277.3686584888388,-0.02428566127913406
-287.7789458880122,-0.011802263297202074
-225.97633990858668,-0.028298866873028843
-245.38020702513177,-0.024140418817689812
-125.80937616665574,-0.02232733011494866
-168.79039692750627,-0.020741389194904713
-309.27064559663785,-0.020127614839448388
-293.95443363011265,-0.024157360569922126
-175.6303323506922,-0.013960781215331796
-102.7823626582306,-0.02454668256288263
-268.31167013705317,-0.020791744126379363
-119.20438588655972,-0.02376393376613009
-269.8334287267142,-0.019128384189709052
-317.28279684255176,-0.02623156177461111
-195.11475994957345,-0.016068086434843136
-198.81754274377172,-0.0267473106286116
-334.7032927362235,-0.02040706679326109
